Begin Date,Begin Time,End Date,End Time,Alarm Tag,Alarm Id,Alarm Type,Alarm Priority,Description
12/2/2016,19:00:09,12/2/2016,19:00:40,AlarmRateRamp|1,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:00:30,12/2/2016,19:00:40,AlarmRateRamp|2,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:00:42,12/2/2016,19:02:29,AlarmRateRamp|3,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:01:01,12/2/2016,19:02:29,AlarmRateRamp|4,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:01:21,12/2/2016,19:02:29,AlarmRateRamp|5,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:01:41,12/2/2016,19:02:29,AlarmRateRamp|6,Q4,TOLERANCE,N/A,Limit Signal 4
12/2/2016,19:02:00,12/2/2016,19:02:29,AlarmRateRamp|7,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:02:20,12/2/2016,19:02:29,AlarmRateRamp|8,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:02:31,12/2/2016,19:04:13,AlarmRateRamp|9,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:02:49,12/2/2016,19:04:13,AlarmRateRamp|10,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:03:08,12/2/2016,19:04:13,AlarmRateRamp|11,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:03:26,12/2/2016,19:04:13,AlarmRateRamp|12,Q4,TOLERANCE,N/A,Limit Signal 4
12/2/2016,19:03:45,12/2/2016,19:04:13,AlarmRateRamp|13,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:04:04,12/2/2016,19:04:13,AlarmRateRamp|14,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:04:15,12/2/2016,19:05:52,AlarmRateRamp|15,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:04:32,12/2/2016,19:05:52,AlarmRateRamp|16,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:04:50,12/2/2016,19:05:52,AlarmRateRamp|17,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:05:08,12/2/2016,19:05:52,AlarmRateRamp|18,Q4,TOLERANCE,N/A,Limit Signal 4
12/2/2016,19:05:26,12/2/2016,19:05:52,AlarmRateRamp|19,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:05:43,12/2/2016,19:05:52,AlarmRateRamp|20,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:05:54,12/2/2016,19:07:27,AlarmRateRamp|21,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:06:10,12/2/2016,19:07:27,AlarmRateRamp|22,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:06:27,12/2/2016,19:07:27,AlarmRateRamp|23,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:06:44,12/2/2016,19:07:27,AlarmRateRamp|24,Q4,TOLERANCE,N/A,Limit Signal 4
12/2/2016,19:07:02,12/2/2016,19:07:27,AlarmRateRamp|25,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:07:18,12/2/2016,19:07:27,AlarmRateRamp|26,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:07:29,12/2/2016,19:08:58,AlarmRateRamp|27,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:07:44,12/2/2016,19:08:58,AlarmRateRamp|28,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:08:01,12/2/2016,19:08:58,AlarmRateRamp|29,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:08:17,12/2/2016,19:08:58,AlarmRateRamp|30,Q4,TOLERANCE,N/A,Limit Signal 4
12/2/2016,19:08:34,12/2/2016,19:08:58,AlarmRateRamp|31,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:08:50,12/2/2016,19:08:58,AlarmRateRamp|32,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:09:00,12/2/2016,19:10:26,AlarmRateRamp|33,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:09:15,12/2/2016,19:10:26,AlarmRateRamp|34,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:09:31,12/2/2016,19:10:26,AlarmRateRamp|35,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:09:47,12/2/2016,19:10:26,AlarmRateRamp|36,Q4,TOLERANCE,N/A,Limit Signal 4
12/2/2016,19:10:02,12/2/2016,19:10:26,AlarmRateRamp|37,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:10:18,12/2/2016,19:10:26,AlarmRateRamp|38,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:10:28,12/2/2016,19:11:51,AlarmRateRamp|39,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:10:42,12/2/2016,19:11:51,AlarmRateRamp|40,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:10:58,12/2/2016,19:11:51,AlarmRateRamp|41,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:11:13,12/2/2016,19:11:51,AlarmRateRamp|42,Q4,TOLERANCE,N/A,Limit Signal 4
12/2/2016,19:11:28,12/2/2016,19:11:51,AlarmRateRamp|43,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:11:43,12/2/2016,19:11:51,AlarmRateRamp|44,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:11:53,12/2/2016,19:13:14,AlarmRateRamp|45,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:12:07,12/2/2016,19:13:14,AlarmRateRamp|46,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:12:22,12/2/2016,19:13:14,AlarmRateRamp|47,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:12:36,12/2/2016,19:13:14,AlarmRateRamp|48,Q4,TOLERANCE,N/A,Limit Signal 4
12/2/2016,19:12:51,12/2/2016,19:13:14,AlarmRateRamp|49,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:13:06,12/2/2016,19:13:14,AlarmRateRamp|50,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:13:16,12/2/2016,19:14:34,AlarmRateRamp|51,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:13:29,12/2/2016,19:14:34,AlarmRateRamp|52,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:13:44,12/2/2016,19:14:34,AlarmRateRamp|53,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:13:58,12/2/2016,19:14:34,AlarmRateRamp|54,Q4,TOLERANCE,N/A,Limit Signal 4
12/2/2016,19:14:12,12/2/2016,19:14:34,AlarmRateRamp|55,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:14:27,12/2/2016,19:14:34,AlarmRateRamp|56,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:14:36,12/2/2016,19:15:52,AlarmRateRamp|57,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:14:49,12/2/2016,19:15:52,AlarmRateRamp|58,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:15:03,12/2/2016,19:15:52,AlarmRateRamp|59,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:15:17,12/2/2016,19:15:52,AlarmRateRamp|60,Q4,TOLERANCE,N/A,Limit Signal 4
12/2/2016,19:15:31,12/2/2016,19:15:52,AlarmRateRamp|61,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:15:45,12/2/2016,19:15:52,AlarmRateRamp|62,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:15:54,12/2/2016,19:17:08,AlarmRateRamp|63,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:16:06,12/2/2016,19:17:08,AlarmRateRamp|64,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:16:20,12/2/2016,19:17:08,AlarmRateRamp|65,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:16:34,12/2/2016,19:17:08,AlarmRateRamp|66,Q4,TOLERANCE,N/A,Limit Signal 4
12/2/2016,19:16:47,12/2/2016,19:17:08,AlarmRateRamp|67,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:17:01,12/2/2016,19:17:08,AlarmRateRamp|68,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:17:10,12/2/2016,19:18:22,AlarmRateRamp|69,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:17:22,12/2/2016,19:18:22,AlarmRateRamp|70,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:17:35,12/2/2016,19:18:22,AlarmRateRamp|71,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:17:49,12/2/2016,19:18:22,AlarmRateRamp|72,Q4,TOLERANCE,N/A,Limit Signal 4
12/2/2016,19:18:02,12/2/2016,19:18:22,AlarmRateRamp|73,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:18:15,12/2/2016,19:18:22,AlarmRateRamp|74,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:18:24,12/2/2016,19:19:34,AlarmRateRamp|75,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:18:36,12/2/2016,19:19:34,AlarmRateRamp|76,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:18:49,12/2/2016,19:19:34,AlarmRateRamp|77,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:19:02,12/2/2016,19:19:34,AlarmRateRamp|78,Q4,TOLERANCE,N/A,Limit Signal 4
12/2/2016,19:19:15,12/2/2016,19:19:34,AlarmRateRamp|79,Q5,I&C ALARM,N/A,Limit Signal 5
12/2/2016,19:19:28,12/2/2016,19:19:34,AlarmRateRamp|80,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/2/2016,19:19:36,12/2/2016,19:20:45,AlarmRateRamp|81,Q1,ALARM,N/A,Limit Signal 1
12/2/2016,19:19:47,12/2/2016,19:20:45,AlarmRateRamp|82,Q2,WARNING,N/A,Limit Signal 2
12/2/2016,19:20:00,12/2/2016,19:20:45,AlarmRateRamp|83,Q3,WARNING,N/A,Limit Signal 3
12/2/2016,19:20:13,12/2/2016,19:20:45,AlarmRateRamp|84,Q4,TOLERANCE,N/A,Limit Signal 4
