Begin Date,Begin Time,End Date,End Time,Alarm Tag,Alarm Id,Alarm Type,Alarm Priority,Description
12/1/2016,8:00:08,12/1/2016,8:01:39,AlarmRateRamp|5000,Q2,WARNING,N/A,Limit Signal 2
12/1/2016,8:00:29,12/1/2016,8:01:39,AlarmRateRamp|5001,Q3,WARNING,N/A,Limit Signal 3
12/1/2016,8:00:49,12/1/2016,8:01:39,AlarmRateRamp|5002,Q4,TOLERANCE,N/A,Limit Signal 4
12/1/2016,8:01:09,12/1/2016,8:01:39,AlarmRateRamp|5003,Q5,I&C ALARM,N/A,Limit Signal 5
12/1/2016,8:01:29,12/1/2016,8:01:39,AlarmRateRamp|5004,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/1/2016,8:01:41,12/1/2016,8:03:25,AlarmRateRamp|5005,Q1,ALARM,N/A,Limit Signal 1
12/1/2016,8:01:59,12/1/2016,8:03:25,AlarmRateRamp|5006,Q2,WARNING,N/A,Limit Signal 2
12/1/2016,8:02:18,12/1/2016,8:03:25,AlarmRateRamp|5007,Q3,WARNING,N/A,Limit Signal 3
12/1/2016,8:02:38,12/1/2016,8:03:25,AlarmRateRamp|5008,Q4,TOLERANCE,N/A,Limit Signal 4
12/1/2016,8:02:57,12/1/2016,8:03:25,AlarmRateRamp|5009,Q5,I&C ALARM,N/A,Limit Signal 5
12/1/2016,8:03:15,12/1/2016,8:03:25,AlarmRateRamp|5010,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/1/2016,8:03:27,12/1/2016,8:05:06,AlarmRateRamp|5011,Q1,ALARM,N/A,Limit Signal 1
12/1/2016,8:03:44,12/1/2016,8:05:06,AlarmRateRamp|5012,Q2,WARNING,N/A,Limit Signal 2
12/1/2016,8:04:03,12/1/2016,8:05:06,AlarmRateRamp|5013,Q3,WARNING,N/A,Limit Signal 3
12/1/2016,8:04:21,12/1/2016,8:05:06,AlarmRateRamp|5014,Q4,TOLERANCE,N/A,Limit Signal 4
12/1/2016,8:04:39,12/1/2016,8:05:06,AlarmRateRamp|5015,Q5,I&C ALARM,N/A,Limit Signal 5
12/1/2016,8:04:57,12/1/2016,8:05:06,AlarmRateRamp|5016,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/1/2016,8:05:08,12/1/2016,8:06:43,AlarmRateRamp|5017,Q1,ALARM,N/A,Limit Signal 1
12/1/2016,8:05:24,12/1/2016,8:06:43,AlarmRateRamp|5018,Q2,WARNING,N/A,Limit Signal 2
12/1/2016,8:05:42,12/1/2016,8:06:43,AlarmRateRamp|5019,Q3,WARNING,N/A,Limit Signal 3
12/1/2016,8:05:59,12/1/2016,8:06:43,AlarmRateRamp|5020,Q4,TOLERANCE,N/A,Limit Signal 4
12/1/2016,8:06:17,12/1/2016,8:06:43,AlarmRateRamp|5021,Q5,I&C ALARM,N/A,Limit Signal 5
12/1/2016,8:06:34,12/1/2016,8:06:43,AlarmRateRamp|5022,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/1/2016,8:06:45,12/1/2016,8:08:16,AlarmRateRamp|5023,Q1,ALARM,N/A,Limit Signal 1
12/1/2016,8:07:01,12/1/2016,8:08:16,AlarmRateRamp|5024,Q2,WARNING,N/A,Limit Signal 2
12/1/2016,8:07:17,12/1/2016,8:08:16,AlarmRateRamp|5025,Q3,WARNING,N/A,Limit Signal 3
12/1/2016,8:07:34,12/1/2016,8:08:16,AlarmRateRamp|5026,Q4,TOLERANCE,N/A,Limit Signal 4
12/1/2016,8:07:51,12/1/2016,8:08:16,AlarmRateRamp|5027,Q5,I&C ALARM,N/A,Limit Signal 5
12/1/2016,8:08:07,12/1/2016,8:08:16,AlarmRateRamp|5028,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/1/2016,8:08:18,12/1/2016,8:09:45,AlarmRateRamp|5029,Q1,ALARM,N/A,Limit Signal 1
12/1/2016,8:08:33,12/1/2016,8:09:45,AlarmRateRamp|5030,Q2,WARNING,N/A,Limit Signal 2
12/1/2016,8:08:49,12/1/2016,8:09:45,AlarmRateRamp|5031,Q3,WARNING,N/A,Limit Signal 3
12/1/2016,8:09:05,12/1/2016,8:09:45,AlarmRateRamp|5032,Q4,TOLERANCE,N/A,Limit Signal 4
12/1/2016,8:09:21,12/1/2016,8:09:45,AlarmRateRamp|5033,Q5,I&C ALARM,N/A,Limit Signal 5
12/1/2016,8:09:37,12/1/2016,8:09:45,AlarmRateRamp|5034,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/1/2016,8:09:47,12/1/2016,8:11:11,AlarmRateRamp|5035,Q1,ALARM,N/A,Limit Signal 1
12/1/2016,8:10:01,12/1/2016,8:11:11,AlarmRateRamp|5036,Q2,WARNING,N/A,Limit Signal 2
12/1/2016,8:10:17,12/1/2016,8:11:11,AlarmRateRamp|5037,Q3,WARNING,N/A,Limit Signal 3
12/1/2016,8:10:33,12/1/2016,8:11:11,AlarmRateRamp|5038,Q4,TOLERANCE,N/A,Limit Signal 4
12/1/2016,8:10:48,12/1/2016,8:11:11,AlarmRateRamp|5039,Q5,I&C ALARM,N/A,Limit Signal 5
12/1/2016,8:11:03,12/1/2016,8:11:11,AlarmRateRamp|5040,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/1/2016,8:11:13,12/1/2016,8:12:35,AlarmRateRamp|5041,Q1,ALARM,N/A,Limit Signal 1
12/1/2016,8:11:27,12/1/2016,8:12:35,AlarmRateRamp|5042,Q2,WARNING,N/A,Limit Signal 2
12/1/2016,8:11:42,12/1/2016,8:12:35,AlarmRateRamp|5043,Q3,WARNING,N/A,Limit Signal 3
12/1/2016,8:11:57,12/1/2016,8:12:35,AlarmRateRamp|5044,Q4,TOLERANCE,N/A,Limit Signal 4
12/1/2016,8:12:12,12/1/2016,8:12:35,AlarmRateRamp|5045,Q5,I&C ALARM,N/A,Limit Signal 5
12/1/2016,8:12:27,12/1/2016,8:12:35,AlarmRateRamp|5046,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/1/2016,8:12:37,12/1/2016,8:13:56,AlarmRateRamp|5047,Q1,ALARM,N/A,Limit Signal 1
12/1/2016,8:12:50,12/1/2016,8:13:56,AlarmRateRamp|5048,Q2,WARNING,N/A,Limit Signal 2
12/1/2016,8:13:05,12/1/2016,8:13:56,AlarmRateRamp|5049,Q3,WARNING,N/A,Limit Signal 3
12/1/2016,8:13:20,12/1/2016,8:13:56,AlarmRateRamp|5050,Q4,TOLERANCE,N/A,Limit Signal 4
12/1/2016,8:13:34,12/1/2016,8:13:56,AlarmRateRamp|5051,Q5,I&C ALARM,N/A,Limit Signal 5
12/1/2016,8:13:49,12/1/2016,8:13:56,AlarmRateRamp|5052,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/1/2016,8:13:58,12/1/2016,8:15:15,AlarmRateRamp|5053,Q1,ALARM,N/A,Limit Signal 1
12/1/2016,8:14:11,12/1/2016,8:15:15,AlarmRateRamp|5054,Q2,WARNING,N/A,Limit Signal 2
12/1/2016,8:14:25,12/1/2016,8:15:15,AlarmRateRamp|5055,Q3,WARNING,N/A,Limit Signal 3
12/1/2016,8:14:39,12/1/2016,8:15:15,AlarmRateRamp|5056,Q4,TOLERANCE,N/A,Limit Signal 4
12/1/2016,8:14:53,12/1/2016,8:15:15,AlarmRateRamp|5057,Q5,I&C ALARM,N/A,Limit Signal 5
